PU_Borough,PU_Zone,pickup_hour,trip_count,avg_fare,avg_distance,avg_duration_min
Brooklyn,Cobble Hill,17,127,20.95,3.85,25.58
Queens,Kew Gardens,10,127,47.57,8.47,40.04
Bronx,Westchester Village/Unionport,11,127,34.89,9.22,46.69
Queens,Corona,13,127,38.01,8.7,44.63
Brooklyn,East Flatbush/Farragut,18,127,32.47,7.17,45.68
Queens,Springfield Gardens South,23,127,76.78,15.35,29.46
Queens,South Jamaica,23,127,64.89,13.04,34.99
Bronx,Mott Haven/Port Morris,19,127,32.14,7.32,32.02
Bronx,Schuylerville/Edgewater Park,7,126,40.36,11.52,64.16
Queens,Howard Beach,9,126,37.18,8.97,41.67
Queens,Woodhaven,11,126,35.95,8.39,46.72
Brooklyn,Sheepshead Bay,5,126,55.05,14.8,73.03
Bronx,Hunts Point,15,126,31.93,7.4,50.85
Brooklyn,Williamsburg (South Side),4,126,24.46,4.19,14.08
Brooklyn,Prospect-Lefferts Gardens,19,125,32.42,7.96,42.41
Queens,Woodhaven,7,125,35.89,9.53,61.7
Bronx,Riverdale/North Riverdale/Fieldston,13,125,37.59,9.62,44.7
Queens,Rego Park,15,125,43.39,7.88,46.28
Queens,Corona,4,125,33.56,7.89,32.61
Queens,Briarwood/Jamaica Hills,17,125,49.59,9.15,45.03
Bronx,University Heights/Morris Heights,18,125,37.21,10.22,51.91
Brooklyn,Bensonhurst East,15,125,34.68,8.27,49.49
Queens,Rego Park,7,125,37.94,8.53,48.16
Queens,Flushing Meadows-Corona Park,17,125,64.43,8.14,31.69
Queens,East Elmhurst,6,124,43.68,10.65,43.23
Queens,Kew Gardens Hills,8,124,40.57,11.02,62.45
Queens,Saint Albans,18,124,42.33,12.33,59.22
Brooklyn,Bath Beach,9,124,36.58,11.45,52.73
Manhattan,Central Park,3,124,22.91,4.77,13.86
Brooklyn,Bedford,4,124,32.06,8.14,36.91
Queens,Corona,14,124,38.14,8.5,46.57
Bronx,Bronxdale,5,123,42.86,12.42,52.22
Brooklyn,Sunset Park West,18,123,32.07,6.98,39.06
Bronx,Parkchester,16,123,36.21,9.9,59.4
Brooklyn,Madison,6,123,41.51,11.38,66.26
Bronx,Claremont/Bathgate,17,123,38.68,10.36,64.51
Brooklyn,Sheepshead Bay,18,123,40.86,10.4,51.17
Bronx,Spuyten Duyvil/Kingsbridge,16,123,34.79,8.32,44.19
Queens,Hillcrest/Pomonok,6,122,41.99,12.3,63.2
Bronx,Van Nest/Morris Park,6,122,39.96,11.78,54.65
Bronx,Belmont,8,122,38.26,10.54,57.67
Queens,Hammels/Arverne,4,122,56.89,18.64,64.49
Queens,Hillcrest/Pomonok,13,122,35.92,9.55,51.0
Bronx,Allerton/Pelham Gardens,13,122,39.8,10.29,56.7
Brooklyn,Crown Heights North,23,122,33.14,7.68,34.18
Brooklyn,Brownsville,20,122,37.14,9.76,45.99
Queens,Middle Village,10,122,35.86,8.05,43.92
Queens,Springfield Gardens South,22,122,68.11,15.88,30.75
Queens,Rego Park,18,122,41.13,8.3,41.37
Bronx,Fordham South,5,121,44.79,12.86,54.96
Bronx,Riverdale/North Riverdale/Fieldston,7,121,39.88,11.12,54.7
Bronx,Norwood,16,120,42.37,11.48,60.7
Queens,Rego Park,16,120,47.8,8.11,43.1
Brooklyn,East Williamsburg,21,120,27.88,4.63,19.57
Queens,Cambria Heights,5,120,59.9,17.15,69.44
Brooklyn,Flatbush/Ditmas Park,20,120,39.56,10.5,48.82
Bronx,Longwood,10,120,34.09,8.55,49.64
Brooklyn,Williamsburg (South Side),7,120,34.34,7.53,38.97
Queens,Long Island City/Hunters Point,2,120,30.06,4.95,13.98
Bronx,Pelham Parkway,12,120,40.39,11.23,52.59
Brooklyn,Bath Beach,5,120,43.73,13.07,45.58
Brooklyn,Homecrest,7,120,39.32,10.19,67.91
Queens,Hollis,9,120,45.24,13.68,63.14
Brooklyn,Prospect Heights,16,119,26.2,6.04,39.62
Bronx,Longwood,13,119,35.45,9.02,57.63
Bronx,Spuyten Duyvil/Kingsbridge,17,119,32.13,7.94,40.87
Brooklyn,Madison,5,119,46.15,13.16,62.17
Manhattan,Alphabet City,5,119,28.7,6.4,22.13
Queens,Maspeth,15,119,49.78,7.12,34.91
Queens,Howard Beach,7,119,44.77,12.77,64.95
Bronx,Longwood,12,119,34.5,8.88,51.22
Bronx,Highbridge,15,119,35.79,8.62,50.33
Bronx,Parkchester,18,119,37.36,10.34,52.86
Queens,Hammels/Arverne,18,118,48.7,13.45,67.9
Bronx,Co-Op City,19,118,46.98,13.84,52.42
Queens,Kew Gardens,8,118,46.72,8.29,48.32
Bronx,Mott Haven/Port Morris,5,118,32.09,7.51,29.48
Bronx,Highbridge,16,118,36.36,9.13,59.12
Queens,Maspeth,8,118,35.22,5.96,38.14
Queens,Hammels/Arverne,20,118,51.09,15.3,59.94
Brooklyn,Brooklyn Navy Yard,4,118,44.49,5.13,16.08
Bronx,Hunts Point,13,118,35.98,9.37,49.15
Queens,Briarwood/Jamaica Hills,11,118,46.04,8.8,43.22
Queens,Forest Hills,20,118,31.33,7.81,32.09
Brooklyn,Manhattan Beach,16,117,36.77,8.82,52.44
Brooklyn,Manhattan Beach,14,117,38.64,10.27,57.52
Queens,Queens Village,17,117,42.28,12.61,54.64
Queens,Queensbridge/Ravenswood,17,117,28.82,4.85,28.12
Manhattan,Roosevelt Island,13,117,32.21,5.97,39.09
Queens,Flushing,6,117,41.17,11.55,58.65
Bronx,Belmont,13,117,37.76,9.91,58.95
Queens,Maspeth,13,117,56.66,8.91,34.99
Queens,Astoria,2,117,15.62,2.98,10.54
Brooklyn,Manhattan Beach,8,117,36.59,8.64,48.93
Brooklyn,Ocean Parkway South,9,117,29.8,6.5,42.34
Brooklyn,Prospect-Lefferts Gardens,21,117,36.1,9.59,45.63
Queens,Hammels/Arverne,19,116,53.87,16.65,71.08
Manhattan,Roosevelt Island,11,116,29.71,5.08,38.71
Manhattan,Bloomingdale,4,116,20.94,4.54,13.14
Brooklyn,Kensington,6,116,37.51,9.37,50.26
Brooklyn,Kensington,7,116,33.47,8.2,49.74
Brooklyn,Stuyvesant Heights,4,116,30.87,8.18,38.1
Bronx,Westchester Village/Unionport,14,115,37.55,10.39,61.26
Queens,Jackson Heights,23,115,35.58,7.32,19.76
Brooklyn,East Williamsburg,20,115,28.96,4.92,21.56
Bronx,Schuylerville/Edgewater Park,5,115,43.22,13.1,49.03
Bronx,Allerton/Pelham Gardens,8,115,42.42,11.84,61.51
Bronx,Hunts Point,14,115,32.38,7.47,50.25
Queens,Springfield Gardens North,15,115,43.91,12.66,66.18
Brooklyn,Bay Ridge,18,115,37.93,9.84,47.72
Brooklyn,Bath Beach,12,114,37.48,9.39,50.95
Bronx,Westchester Village/Unionport,17,114,33.99,8.8,51.18
Bronx,Williamsbridge/Olinville,18,114,42.3,12.14,56.32
Brooklyn,Homecrest,18,114,31.02,6.94,41.07
Queens,Woodside,5,114,30.23,5.57,20.05
Bronx,Soundview/Bruckner,12,114,34.75,9.47,49.15
Queens,Flushing Meadows-Corona Park,15,113,72.69,8.11,32.76
Bronx,Belmont,5,113,37.56,10.47,44.91
Brooklyn,Boerum Hill,1,113,22.4,4.34,18.47
Bronx,Crotona Park East,13,113,37.41,9.94,50.59
Brooklyn,Brooklyn Heights,0,113,20.44,4.2,16.81
Brooklyn,Midwood,17,113,28.66,6.12,43.87
Queens,Rockaway Park,8,113,50.32,14.91,75.58
Brooklyn,Manhattan Beach,10,113,43.56,11.55,54.72
Bronx,Schuylerville/Edgewater Park,12,113,38.42,10.5,52.45
Queens,Flushing Meadows-Corona Park,18,112,61.48,8.1,27.67
Bronx,Belmont,11,112,42.64,11.81,57.09
Queens,Flushing Meadows-Corona Park,21,112,73.42,9.97,21.82
Queens,Woodside,21,112,37.62,5.84,19.5
Queens,Middle Village,9,112,33.36,7.57,44.18
Brooklyn,Park Slope,6,112,43.42,12.31,54.15
Bronx,East Tremont,18,112,37.44,10.07,51.06
Bronx,Fordham South,11,112,41.16,11.6,56.79
Bronx,Allerton/Pelham Gardens,10,112,38.69,10.15,52.41
Bronx,Norwood,18,112,44.4,12.86,57.09
Queens,Rockaway Park,10,112,51.07,15.03,67.78
Queens,Rosedale,10,112,52.3,14.81,60.17
Brooklyn,Gowanus,14,112,28.0,5.66,40.04
Queens,Laurelton,15,111,47.15,13.55,60.07
Queens,Kew Gardens Hills,9,111,39.69,10.57,55.41
Brooklyn,Bensonhurst East,16,111,35.65,8.44,51.69
Brooklyn,Red Hook,13,111,38.08,7.91,43.39
Brooklyn,Prospect Heights,7,111,28.72,6.34,44.88
Manhattan,Washington Heights North,20,111,26.46,6.29,24.5
Queens,Jamaica Estates,11,111,41.36,11.87,55.85
Queens,Kew Gardens Hills,13,111,41.06,10.91,57.37
Bronx,West Farms/Bronx River,11,111,33.99,8.7,47.72
Brooklyn,Coney Island,19,111,42.85,11.97,49.88
Queens,Briarwood/Jamaica Hills,18,111,53.03,10.65,41.59
Queens,Flushing Meadows-Corona Park,20,111,64.9,8.96,20.59
Brooklyn,South Williamsburg,8,111,30.6,6.55,43.9
Bronx,Soundview/Castle Hill,18,110,37.57,10.13,48.52
Brooklyn,Bushwick South,4,110,26.69,5.48,25.05
Brooklyn,Dyker Heights,9,110,30.89,6.86,44.0
Queens,Queensbridge/Ravenswood,18,110,24.71,4.22,23.62
Queens,Howard Beach,8,110,43.26,11.24,55.04
Brooklyn,Bushwick North,1,110,24.73,4.55,19.21
Bronx,Soundview/Bruckner,6,110,38.39,10.86,50.1
Brooklyn,Cobble Hill,19,110,16.37,2.85,16.11
Queens,Woodside,23,110,40.05,4.41,13.25
Brooklyn,Brooklyn Navy Yard,3,110,41.58,5.4,16.82
Queens,Kew Gardens Hills,5,110,41.12,11.31,49.12
Bronx,Highbridge,17,109,32.53,7.65,47.72
Brooklyn,South Williamsburg,13,109,29.01,5.4,43.47
Queens,Maspeth,22,109,44.03,8.42,32.9
Queens,Saint Albans,17,109,42.97,12.68,61.25
Bronx,Soundview/Bruckner,13,109,35.04,9.3,46.74
Brooklyn,Bushwick South,0,109,24.38,5.01,23.01
Brooklyn,Dyker Heights,11,109,30.8,6.76,40.48
Queens,Elmhurst/Maspeth,15,109,51.37,5.18,23.71
Bronx,Bronxdale,14,109,42.36,12.05,66.31
Queens,Cambria Heights,9,109,51.34,15.13,65.32
Brooklyn,Windsor Terrace,8,108,30.05,6.69,43.37
Bronx,Eastchester,5,108,47.12,13.93,56.0
Bronx,Belmont,12,108,39.22,10.27,56.4
Manhattan,Marble Hill,7,108,36.39,9.62,53.55
Brooklyn,Bushwick North,7,108,31.21,7.83,50.23
Manhattan,Seaport,4,108,27.29,6.02,15.95
Brooklyn,Bushwick North,3,108,26.97,4.65,19.76
Queens,Elmhurst/Maspeth,12,108,44.37,4.78,23.14
Brooklyn,Red Hook,15,108,45.28,11.11,69.11
Brooklyn,Bensonhurst East,17,108,36.72,8.98,56.45
Bronx,Belmont,16,108,39.26,10.37,63.86
Bronx,Eastchester,16,107,49.37,14.69,77.83
Queens,Kew Gardens Hills,6,107,39.73,10.96,53.79
Queens,Steinway,0,107,47.45,6.91,15.54
Queens,Woodhaven,14,107,36.8,9.45,53.49
Queens,Old Astoria,18,107,24.87,4.44,27.34
Queens,Jackson Heights,0,107,27.92,5.8,16.96
Queens,Jamaica,0,107,49.82,9.71,23.34
Brooklyn,Manhattan Beach,12,107,41.22,10.06,46.42
Manhattan,Hamilton Heights,2,106,18.96,3.69,14.48
Bronx,Allerton/Pelham Gardens,5,106,46.66,13.58,59.7
Brooklyn,Marine Park/Mill Basin,5,106,52.47,13.12,67.62
Brooklyn,Gowanus,13,106,28.51,6.16,39.97
Queens,Kew Gardens,6,106,47.92,8.64,48.59
Queens,Maspeth,2,106,42.42,5.17,16.5
Brooklyn,Starrett City,18,105,31.54,7.68,39.74
Brooklyn,Bushwick South,23,105,29.33,7.03,31.66
Queens,Jackson Heights,3,105,25.59,3.51,13.02
Queens,Jackson Heights,1,105,24.89,5.09,14.6
Queens,Laurelton,11,105,52.28,14.42,59.95
Queens,Laurelton,17,105,45.33,12.42,75.19
Bronx,Mount Hope,18,104,35.57,9.33,49.8
Brooklyn,East New York,22,104,45.26,12.49,43.37
Queens,Cambria Heights,11,104,51.92,14.22,59.13
Queens,Hollis,7,104,47.1,14.07,81.14
Brooklyn,Borough Park,18,104,30.68,6.58,45.47
Queens,Corona,17,104,40.36,9.07,56.95
Queens,Flushing Meadows-Corona Park,14,104,67.56,7.73,27.8
Bronx,Parkchester,17,103,37.28,10.98,57.7
Brooklyn,Bensonhurst East,6,103,42.28,11.2,62.5
Manhattan,Battery Park,19,103,21.49,3.99,18.83
Brooklyn,Kensington,14,103,28.31,6.07,42.85
Queens,Baisley Park,0,103,69.83,13.0,26.7
Brooklyn,Gowanus,15,103,29.12,6.47,39.66
Bronx,Schuylerville/Edgewater Park,11,103,40.26,11.15,51.89
Brooklyn,Crown Heights South,5,103,35.95,9.34,50.36
Queens,Long Island City/Queens Plaza,2,103,18.67,3.02,10.12
Bronx,Longwood,14,103,34.94,8.81,56.4
Bronx,Highbridge,5,103,42.07,12.29,52.04
Manhattan,Bloomingdale,3,103,16.17,3.15,10.61
Brooklyn,Crown Heights North,0,103,28.33,7.06,26.31
Manhattan,Roosevelt Island,12,103,28.74,5.57,41.19
Brooklyn,Bath Beach,7,102,42.46,11.48,62.86
Queens,Murray Hill-Queens,8,102,40.96,11.71,58.74
Bronx,Pelham Parkway,13,102,41.72,11.86,63.44
Brooklyn,Carroll Gardens,6,102,15.55,3.06,14.79
Manhattan,Seaport,6,102,32.6,7.39,21.48
Brooklyn,Carroll Gardens,10,101,24.91,4.83,30.01
Queens,East Elmhurst,3,101,39.41,8.69,17.66
Brooklyn,Prospect Heights,17,101,27.9,5.69,40.11
Queens,Elmhurst/Maspeth,16,101,47.75,6.16,32.0
Brooklyn,Dyker Heights,10,101,34.75,8.45,48.45
Manhattan,Battery Park,9,101,21.97,4.02,17.69
Bronx,Van Cortlandt Village,17,101,41.82,12.02,58.34
Brooklyn,Prospect Heights,19,101,23.3,5.1,26.58
Manhattan,Inwood,6,101,35.1,9.44,41.27
Manhattan,Inwood,19,101,32.66,8.48,40.76
Queens,Elmhurst/Maspeth,7,101,37.67,5.28,30.75
Brooklyn,DUMBO/Vinegar Hill,0,100,24.46,5.2,20.88
Queens,Far Rockaway,18,100,50.52,15.84,72.13
Bronx,Van Cortlandt Village,5,100,45.7,13.64,61.49
Bronx,Pelham Parkway,5,100,39.13,11.27,49.03
Manhattan,Washington Heights North,22,100,25.72,5.98,24.47
Brooklyn,Sunset Park West,6,100,35.34,8.43,42.64
Bronx,East Concourse/Concourse Village,19,100,37.04,9.05,49.78
Bronx,Pelham Parkway,14,100,38.78,10.33,59.42
Manhattan,Roosevelt Island,6,99,37.3,8.17,44.28
Brooklyn,Williamsburg (South Side),6,99,34.0,7.57,32.11
Queens,Glendale,10,99,34.08,7.4,44.8
Brooklyn,Erasmus,18,99,31.19,7.21,46.54
Queens,Elmhurst/Maspeth,14,99,54.95,5.74,23.01
Bronx,Mount Hope,17,99,36.07,9.14,52.92
Bronx,West Farms/Bronx River,5,99,39.58,11.19,43.76
Manhattan,Washington Heights South,4,99,22.15,4.51,14.35
Queens,Elmhurst/Maspeth,11,98,49.23,5.12,20.93
Brooklyn,Flatlands,4,98,40.12,10.85,59.93
Manhattan,Roosevelt Island,14,98,35.38,7.15,50.32
Queens,Elmhurst,19,98,39.05,6.81,26.59
Brooklyn,Starrett City,20,98,52.54,14.76,59.04
Brooklyn,Windsor Terrace,9,97,30.42,6.93,45.82
Queens,Kew Gardens Hills,7,97,40.12,10.92,67.25
Queens,Jackson Heights,2,97,22.76,3.98,12.39
Queens,Rockaway Park,11,97,52.25,15.66,68.74
Queens,Kew Gardens Hills,12,97,37.26,9.94,51.14
Bronx,Westchester Village/Unionport,5,97,39.93,11.86,46.82
Queens,Springfield Gardens North,18,97,45.02,12.68,57.81
Queens,South Jamaica,22,97,62.43,12.15,32.65
Bronx,Melrose South,20,97,34.76,8.88,43.06
Manhattan,Washington Heights North,23,97,22.38,4.9,17.32
Queens,Woodhaven,15,97,33.65,8.0,46.64
Queens,Briarwood/Jamaica Hills,15,96,49.07,8.72,43.93
Bronx,Pelham Parkway,17,96,46.79,14.36,72.45
Brooklyn,Bushwick North,18,96,28.53,6.3,41.03
Manhattan,Washington Heights North,21,96,27.35,6.48,23.94
Manhattan,Roosevelt Island,16,96,35.39,6.87,44.81
Brooklyn,Marine Park/Mill Basin,18,96,34.14,7.7,41.88
Brooklyn,East Williamsburg,6,96,40.75,7.57,33.26
Bronx,Spuyten Duyvil/Kingsbridge,5,96,43.05,12.76,52.41
Brooklyn,Crown Heights South,19,96,30.4,7.38,46.03
Brooklyn,Brooklyn Navy Yard,5,96,55.58,5.12,16.29
Brooklyn,East Flatbush/Remsen Village,20,96,39.72,10.67,49.81
Queens,Middle Village,16,95,47.69,7.92,45.6
Manhattan,Inwood,20,95,28.48,6.58,29.96
Brooklyn,Homecrest,6,95,47.82,13.02,70.78
Bronx,Crotona Park East,15,95,32.43,7.9,49.13
Queens,Flushing Meadows-Corona Park,22,95,71.86,10.64,21.07
Brooklyn,Brighton Beach,6,95,49.19,13.28,72.95
Brooklyn,East Flatbush/Remsen Village,21,95,35.56,8.91,43.74
Brooklyn,Bedford,22,95,23.3,5.52,24.97
Brooklyn,Manhattan Beach,9,95,36.32,8.89,48.16
Queens,Astoria,3,95,20.74,4.0,12.68
Queens,Woodside,22,95,41.94,4.11,14.15
Bronx,Van Cortlandt Village,18,94,36.05,9.45,47.26
Bronx,Westchester Village/Unionport,12,94,35.54,9.72,46.48
Bronx,West Farms/Bronx River,14,94,35.12,10.29,54.04
Bronx,Pelham Parkway,16,94,39.56,9.99,63.87
Bronx,University Heights/Morris Heights,4,93,41.84,11.86,48.35
Brooklyn,Fort Greene,2,93,21.09,4.17,15.46
Queens,Cambria Heights,10,93,49.38,13.29,53.53
Brooklyn,Ocean Parkway South,11,93,30.72,6.83,45.1
Bronx,Van Nest/Morris Park,18,93,42.34,12.24,52.3
Queens,Elmhurst,20,93,42.38,6.58,25.34
Brooklyn,Erasmus,20,93,35.29,8.98,48.18
Queens,Flushing,18,93,37.35,10.05,47.07
Bronx,Bronxdale,15,93,40.57,11.06,61.14
Bronx,Mount Hope,5,93,38.6,11.5,48.52
Bronx,Bronxdale,21,93,44.4,13.53,48.96
Queens,Rockaway Park,12,93,48.85,13.58,59.32
Queens,Far Rockaway,19,92,51.06,16.38,67.18
Queens,Elmhurst/Maspeth,9,92,39.91,5.8,28.94
Brooklyn,Bath Beach,14,92,39.47,10.09,53.65
Brooklyn,Greenpoint,3,92,21.7,4.35,16.46
Brooklyn,East Flatbush/Remsen Village,4,92,35.16,8.81,49.68
Bronx,West Farms/Bronx River,13,92,37.29,10.31,56.71
Queens,Woodhaven,5,92,38.43,11.04,48.89
Brooklyn,Borough Park,19,92,34.87,9.08,44.44
Brooklyn,Sunset Park West,19,92,35.55,8.85,42.38
Queens,Flushing Meadows-Corona Park,13,92,76.86,8.34,24.98
Queens,Hollis,8,92,45.78,13.46,72.41
Bronx,Morrisania/Melrose,18,91,32.58,8.22,44.39
Bronx,Eastchester,17,91,45.97,13.53,66.98
Queens,Murray Hill-Queens,9,91,37.54,10.03,53.38
Queens,Jamaica Estates,12,91,41.47,11.67,52.89
Brooklyn,Boerum Hill,2,91,23.08,4.29,16.6
Brooklyn,Greenpoint,5,91,25.05,4.92,23.92
Queens,Jackson Heights,22,91,34.46,7.47,22.21
Queens,Maspeth,0,91,35.8,4.92,15.66
Brooklyn,Flatlands,19,91,35.81,8.69,45.35
Brooklyn,Starrett City,19,90,37.57,9.25,44.25
Brooklyn,Flatbush/Ditmas Park,21,90,37.88,9.68,43.8
Queens,Woodside,0,90,34.87,4.6,14.93
Queens,Jamaica,1,90,44.17,8.73,22.95
Brooklyn,Gravesend,16,90,41.53,10.1,60.62
Queens,Kew Gardens Hills,11,90,37.66,9.59,51.72
Bronx,Riverdale/North Riverdale/Fieldston,14,90,39.4,11.37,43.94
Queens,Forest Hills,5,90,34.22,7.77,36.96
Brooklyn,Bay Ridge,19,90,36.32,9.71,40.75
Bronx,Eastchester,15,90,41.62,11.85,63.85
Queens,Kew Gardens Hills,15,90,41.05,11.7,61.39
Queens,Flushing Meadows-Corona Park,12,90,69.92,8.04,28.73
Bronx,Van Cortlandt Village,16,90,39.93,11.66,59.56
Brooklyn,Bushwick South,20,90,29.68,7.12,33.61
Bronx,Allerton/Pelham Gardens,12,90,42.01,11.84,55.02
Queens,Elmhurst/Maspeth,17,90,51.1,5.93,26.53
Queens,Bellerose,16,89,45.2,13.59,55.25
Brooklyn,Williamsburg (North Side),12,89,24.18,4.28,25.72
Brooklyn,Starrett City,4,89,48.41,13.84,55.0
Bronx,Melrose South,19,89,30.46,7.07,38.87
Brooklyn,Prospect Heights,18,89,24.45,5.57,31.9
Bronx,East Tremont,19,89,37.31,10.34,43.93
Bronx,Belmont,15,89,42.75,12.59,84.42
Queens,Howard Beach,10,89,44.5,9.99,47.98
Bronx,Westchester Village/Unionport,13,89,33.88,8.97,50.77
Bronx,Pelham Parkway,15,89,38.18,9.45,60.51
Bronx,Westchester Village/Unionport,18,89,36.41,10.25,48.54
Queens,Ridgewood,16,88,29.25,6.36,48.5
Bronx,Kingsbridge Heights,17,88,40.34,11.04,64.82
Queens,Queens Village,23,88,45.68,13.59,38.4
Brooklyn,Coney Island,20,88,53.29,16.13,56.81
Bronx,Soundview/Castle Hill,19,88,34.99,8.82,43.31
Queens,Glendale,9,88,32.91,7.66,49.06
Brooklyn,Red Hook,16,88,41.1,9.26,47.97
Brooklyn,Stuyvesant Heights,21,88,31.81,7.8,36.06
Queens,Maspeth,1,88,33.8,4.95,16.52
Queens,Richmond Hill,19,88,61.65,6.33,23.63
Bronx,Woodlawn/Wakefield,17,88,43.11,12.93,58.44
Bronx,Woodlawn/Wakefield,13,87,43.59,12.35,55.79
Queens,Springfield Gardens South,0,87,87.86,18.42,27.02
Bronx,Eastchester,14,87,42.61,11.95,63.83
Queens,Howard Beach,11,87,34.93,7.91,39.34
Queens,Elmhurst/Maspeth,8,87,44.17,6.16,30.31
Queens,Middle Village,11,87,36.74,7.87,45.47
Manhattan,Manhattanville,1,87,18.08,3.77,12.87
Brooklyn,Boerum Hill,5,87,35.8,8.25,36.54
Queens,Old Astoria,19,87,24.07,4.57,21.88
Brooklyn,Brownsville,4,87,42.07,12.16,48.88
Manhattan,Hamilton Heights,3,87,20.34,4.36,13.17
Queens,Kew Gardens Hills,10,87,36.81,9.61,49.97
Queens,Ozone Park,7,87,36.19,9.34,55.42
Brooklyn,Bedford,23,87,22.41,4.8,20.7
Brooklyn,Bushwick North,2,86,25.08,5.01,18.56
Queens,Flushing Meadows-Corona Park,7,86,75.08,9.95,28.15
Brooklyn,Bushwick North,19,86,32.39,7.36,37.19
Brooklyn,Madison,16,86,29.74,6.72,48.05
Brooklyn,Red Hook,14,86,35.27,7.42,44.31
Bronx,Eastchester,13,86,45.86,13.38,61.15
Brooklyn,Prospect Heights,23,86,21.25,3.95,18.74
Bronx,Mott Haven/Port Morris,4,85,33.76,8.71,28.13
Brooklyn,Canarsie,21,85,38.44,10.36,47.28
Brooklyn,Flatlands,21,85,40.21,10.88,55.03
Bronx,Hunts Point,19,85,35.08,9.0,44.6
Brooklyn,Windsor Terrace,11,85,32.61,7.51,45.1
Bronx,Eastchester,4,85,51.44,16.5,58.52
Brooklyn,Sunset Park East,6,85,42.92,10.97,57.96
Queens,Maspeth,21,85,49.1,7.62,30.35
Queens,Rockaway Park,9,85,49.69,14.48,63.5
Queens,Flushing Meadows-Corona Park,23,85,67.04,9.52,19.37
Queens,Rockaway Park,7,85,55.84,18.14,90.64
Brooklyn,Midwood,18,85,31.61,7.58,41.66
Manhattan,Roosevelt Island,17,85,39.98,8.02,49.44
Queens,Ozone Park,9,85,39.44,9.4,44.56
Bronx,Bedford Park,17,85,39.69,10.86,57.03
Bronx,West Farms/Bronx River,16,85,38.79,9.98,65.45
Brooklyn,Clinton Hill,22,85,23.21,4.61,22.06
Brooklyn,Bath Beach,10,84,38.25,8.91,44.57
Brooklyn,Greenpoint,7,84,28.27,5.45,33.82
Manhattan,Roosevelt Island,18,84,34.25,7.96,44.93
Bronx,Fordham South,14,84,33.17,7.8,51.2
Queens,Glendale,8,84,39.3,9.9,60.21
Manhattan,Chinatown,4,84,26.99,5.59,18.59
Brooklyn,Windsor Terrace,5,84,44.73,12.86,52.88
Queens,Cambria Heights,17,84,46.55,13.66,64.46
Queens,Elmhurst,23,84,44.48,5.44,15.37
Brooklyn,Prospect Heights,20,84,24.72,5.1,26.48
Bronx,Schuylerville/Edgewater Park,13,84,37.96,10.16,47.05
Brooklyn,Flatlands,22,84,38.34,10.81,46.44
Brooklyn,Dyker Heights,12,84,32.45,8.27,39.45
Queens,Long Island City/Queens Plaza,3,84,31.35,3.99,12.23
Queens,Elmhurst,22,83,53.28,6.36,18.04
Bronx,Allerton/Pelham Gardens,11,83,41.78,11.81,53.88
Brooklyn,East New York/Pennsylvania Avenue,4,83,47.64,12.25,56.39
Queens,Old Astoria,5,83,26.42,5.92,28.38
Queens,Woodhaven,16,83,35.02,7.79,46.77
Bronx,Fordham South,13,83,36.9,9.65,57.82
Queens,Flushing Meadows-Corona Park,19,83,71.11,9.52,25.51
Brooklyn,Dyker Heights,7,83,33.19,7.47,50.46
Bronx,Riverdale/North Riverdale/Fieldston,15,83,48.6,13.44,58.6
Bronx,Van Cortlandt Village,19,83,32.77,7.6,38.35
Bronx,Longwood,15,83,35.06,9.01,59.52
Queens,Elmhurst/Maspeth,18,83,51.71,7.36,28.9
Brooklyn,Carroll Gardens,13,83,24.37,4.74,32.41
Brooklyn,South Williamsburg,11,83,30.47,6.57,43.84
Manhattan,Washington Heights South,2,82,18.6,3.6,11.58
Queens,Woodside,4,82,30.45,4.85,14.25
Brooklyn,Prospect Heights,22,82,25.25,4.22,21.18
Brooklyn,Crown Heights North,3,82,34.24,8.31,34.24
Brooklyn,Cypress Hills,5,82,41.6,10.36,52.09
Brooklyn,Carroll Gardens,12,82,25.98,4.79,32.9
Manhattan,Washington Heights South,3,82,20.04,4.0,12.02
Brooklyn,Carroll Gardens,17,82,19.14,3.36,24.73
Queens,Springfield Gardens South,4,82,61.91,15.41,45.03
Queens,Howard Beach,15,82,45.68,8.49,40.93
Queens,Howard Beach,12,82,34.64,8.26,40.59
Queens,Middle Village,15,82,49.12,7.67,45.34
Queens,Glendale,12,82,29.79,6.47,36.68
Queens,North Corona,11,82,35.61,8.97,47.08
Brooklyn,Bensonhurst West,18,82,35.85,9.53,46.37
Queens,Old Astoria,23,82,23.31,5.07,20.01
Queens,Howard Beach,14,82,41.76,6.34,30.97
Queens,Hollis,11,81,44.38,12.93,56.23
Queens,Rosedale,12,81,53.7,15.71,68.02
Queens,Middle Village,6,81,35.74,9.29,46.52
Brooklyn,Williamsburg (North Side),10,81,24.99,4.58,28.91
Queens,Forest Hills,22,81,38.21,6.87,24.05
Queens,Bay Terrace/Fort Totten,12,81,21.36,4.82,21.12
Brooklyn,Bushwick South,22,81,27.97,5.23,28.11
Brooklyn,Carroll Gardens,18,81,20.72,3.69,23.97
Brooklyn,Bushwick South,1,81,22.75,4.63,20.0
Brooklyn,Bushwick North,4,81,24.29,4.59,21.86
Bronx,Norwood,5,81,46.11,14.52,56.54
Brooklyn,Dyker Heights,8,81,30.06,7.15,44.61
Brooklyn,Marine Park/Mill Basin,19,81,33.0,7.56,39.42
Brooklyn,Homecrest,5,81,45.0,11.88,58.59
