PU_Borough,PU_Zone,pickup_hour,trip_count,avg_fare,avg_distance,avg_duration_min
Manhattan,Midtown South,3,2434,16.7,3.09,11.7
Manhattan,East Village,6,2425,16.47,3.23,12.09
Manhattan,Bloomingdale,11,2418,15.9,2.49,14.99
Manhattan,Bloomingdale,8,2416,16.93,2.67,15.84
Manhattan,Kips Bay,6,2416,15.37,3.0,12.23
Manhattan,Financial District North,1,2405,19.71,3.8,14.77
Manhattan,East Harlem North,11,2401,19.91,3.77,21.8
Manhattan,Murray Hill,2,2387,15.79,2.93,10.66
Manhattan,Yorkville West,5,2386,19.35,4.32,11.45
Manhattan,Central Harlem North,8,2386,24.9,5.32,33.8
Manhattan,Bloomingdale,16,2385,15.06,2.35,14.61
Manhattan,East Harlem North,13,2385,20.44,3.9,22.64
Manhattan,Union Sq,3,2351,15.43,2.74,11.42
Manhattan,Lincoln Square West,6,2349,15.84,3.06,11.71
Manhattan,UN/Turtle Bay South,6,2345,18.73,3.74,11.67
Manhattan,TriBeCa/Civic Center,3,2339,15.46,16.82,11.52
Manhattan,UN/Turtle Bay South,0,2338,13.79,2.44,10.61
Manhattan,Lower East Side,9,2326,18.62,3.12,15.59
Manhattan,Upper West Side South,1,2321,13.59,2.4,10.39
Manhattan,Greenwich Village South,8,2313,14.2,2.1,12.93
Manhattan,Financial District South,12,2300,25.04,4.66,22.26
Manhattan,East Harlem North,10,2297,20.27,3.82,21.94
Manhattan,Financial District South,23,2296,22.86,4.44,18.26
Manhattan,Central Harlem,10,2293,17.9,3.23,19.54
Manhattan,Hudson Sq,0,2268,15.14,2.45,12.73
Manhattan,SoHo,9,2264,16.67,2.38,15.43
Manhattan,Midtown South,6,2257,19.52,3.84,12.65
Manhattan,Seaport,21,2251,19.97,3.77,15.87
Manhattan,Central Harlem North,9,2238,24.0,4.86,30.51
Manhattan,World Trade Center,9,2198,21.73,3.81,18.78
Manhattan,Little Italy/NoLiTa,9,2180,16.5,2.5,14.82
Manhattan,Financial District North,8,2180,23.77,4.62,19.75
Manhattan,Garment District,2,2175,16.43,2.99,11.92
Queens,East Elmhurst,9,2152,47.04,9.87,37.55
Manhattan,Lenox Hill West,2,2149,13.13,2.38,9.26
Manhattan,Upper West Side North,0,2145,13.98,2.45,10.61
Manhattan,East Chelsea,4,2136,19.89,3.76,12.73
Manhattan,Morningside Heights,22,2123,16.14,2.84,13.49
Manhattan,Kips Bay,2,2117,13.13,2.36,9.78
Manhattan,Penn Station/Madison Sq West,3,2117,16.09,2.99,11.2
Manhattan,Union Sq,6,2114,15.43,2.88,10.7
Manhattan,East Chelsea,5,2086,18.21,3.67,12.6
Manhattan,Midtown South,4,2075,21.37,4.17,12.94
Manhattan,Seaport,20,2073,19.98,3.78,15.99
Manhattan,Alphabet City,23,2071,15.98,2.48,14.2
Manhattan,Penn Station/Madison Sq West,4,2056,17.71,3.44,11.6
Manhattan,Chinatown,16,2029,25.94,4.79,31.17
Manhattan,Gramercy,4,1996,17.01,3.39,10.64
Manhattan,Flatiron,4,1990,18.19,3.6,11.96
Manhattan,Midtown Center,5,1976,35.52,7.5,18.08
Manhattan,West Chelsea/Hudson Yards,4,1969,15.32,2.78,11.11
Manhattan,Central Harlem North,7,1966,25.59,5.71,32.9
Manhattan,Sutton Place/Turtle Bay North,2,1955,13.58,2.51,9.68
Manhattan,Yorkville East,23,1945,13.04,2.23,9.86
Manhattan,Central Harlem,19,1932,16.61,3.06,16.33
Manhattan,Flatiron,6,1931,17.13,3.4,12.33
Manhattan,Central Harlem North,12,1925,25.88,5.57,32.14
Manhattan,Greenwich Village South,4,1923,16.2,2.91,11.47
Manhattan,Bloomingdale,19,1922,14.28,2.3,12.41
Manhattan,Murray Hill,5,1909,21.66,4.35,11.95
Manhattan,Bloomingdale,7,1906,17.82,3.16,15.93
Manhattan,Financial District South,11,1905,25.75,4.85,22.95
Manhattan,East Harlem South,6,1893,20.9,4.56,18.59
Manhattan,Lenox Hill West,5,1885,19.38,4.16,11.52
Manhattan,Midtown East,2,1880,16.0,2.97,10.86
Manhattan,Central Harlem North,10,1874,24.63,5.13,31.43
Manhattan,Gramercy,5,1869,18.65,3.87,11.23
Manhattan,Chinatown,20,1855,18.48,3.13,16.16
Manhattan,Central Harlem North,16,1844,25.16,5.4,36.57
Manhattan,Yorkville East,5,1841,21.49,4.93,12.19
Manhattan,World Trade Center,23,1832,21.54,4.1,18.08
Manhattan,Battery Park City,22,1829,20.99,4.0,16.13
Manhattan,Central Harlem North,13,1824,25.37,5.37,31.28
Manhattan,Hudson Sq,1,1818,14.87,2.47,12.19
Manhattan,Financial District South,0,1816,22.12,4.4,16.68
Manhattan,Upper East Side North,5,1789,23.2,5.24,13.62
Manhattan,East Harlem South,22,1781,14.87,2.66,11.76
Brooklyn,East New York,9,1781,32.21,7.73,44.48
Manhattan,Central Harlem North,11,1777,25.84,5.54,33.54
Manhattan,Seaport,22,1773,21.26,3.98,17.02
Manhattan,Clinton West,0,1769,15.62,2.75,12.45
Manhattan,Upper East Side South,2,1762,13.16,2.33,9.32
Brooklyn,East New York,8,1762,35.48,9.29,54.21
Brooklyn,East New York,10,1758,32.37,7.49,44.08
Manhattan,West Village,6,1743,15.01,2.85,10.96
Manhattan,Seaport,19,1736,19.38,3.53,16.59
Manhattan,Seaport,18,1735,20.43,3.66,18.92
Manhattan,Chinatown,17,1719,23.4,4.11,27.51
Manhattan,Chinatown,19,1717,18.69,3.14,17.27
Manhattan,Midtown Center,2,1709,16.83,3.15,11.83
Manhattan,Alphabet City,3,1709,15.3,2.65,12.25
Queens,East Elmhurst,0,1707,40.33,9.32,20.14
Manhattan,Central Harlem North,14,1704,25.34,5.47,33.28
Manhattan,Chinatown,15,1704,24.31,4.19,26.88
Manhattan,Chinatown,21,1697,18.98,3.27,16.71
Manhattan,Central Park,0,1694,13.74,2.26,11.18
Manhattan,Seaport,17,1680,24.22,4.72,26.73
Manhattan,Midtown North,2,1678,16.45,3.01,11.94
Manhattan,Midtown North,5,1658,33.21,7.15,18.07
Manhattan,Meatpacking/West Village West,7,1655,21.48,3.94,18.65
Manhattan,Lenox Hill West,3,1654,13.47,2.55,9.06
Manhattan,East Harlem North,19,1644,17.78,3.35,16.56
Manhattan,East Village,5,1642,18.06,3.68,12.35
Manhattan,Chinatown,14,1625,23.26,4.04,24.36
Manhattan,Manhattan Valley,6,1620,18.44,3.8,14.3
Manhattan,Yorkville West,3,1616,12.82,2.46,8.36
Manhattan,Upper West Side North,5,1614,23.75,5.37,16.26
Brooklyn,Crown Heights North,9,1611,27.6,6.01,41.32
Manhattan,Financial District South,10,1611,24.29,4.64,21.28
Manhattan,Yorkville West,4,1609,17.71,3.82,10.36
Manhattan,Central Harlem,20,1588,16.9,3.18,16.52
Manhattan,Central Harlem North,17,1587,24.47,5.09,33.08
Manhattan,Seaport,16,1580,24.9,4.86,28.99
Manhattan,Bloomingdale,20,1575,14.79,2.51,12.78
Manhattan,Union Sq,4,1571,17.95,3.48,11.83
Manhattan,Central Harlem North,15,1567,25.03,5.31,34.11
Manhattan,Hudson Sq,7,1558,18.03,3.2,14.11
Manhattan,Lower East Side,8,1557,19.66,3.5,16.09
Manhattan,Upper West Side South,5,1547,24.47,5.52,15.49
Manhattan,Chinatown,18,1533,20.53,3.49,20.74
Manhattan,Chinatown,13,1532,24.03,4.34,25.3
Manhattan,Garment District,3,1529,19.55,3.67,12.36
Manhattan,Lenox Hill West,4,1505,17.96,3.77,10.83
Manhattan,Manhattan Valley,23,1504,15.51,2.73,12.37
Manhattan,TriBeCa/Civic Center,4,1503,17.42,3.41,11.85
Manhattan,Seaport,15,1501,26.05,5.08,29.6
Manhattan,Chinatown,12,1499,23.0,3.82,23.35
Manhattan,Kips Bay,3,1488,13.43,2.5,9.39
Brooklyn,East New York,11,1472,32.75,7.57,45.09
Manhattan,Garment District,4,1459,22.59,4.43,12.93
Brooklyn,Crown Heights North,10,1442,28.29,6.11,42.5
Manhattan,World Trade Center,8,1442,22.39,4.26,17.65
Manhattan,Seaport,23,1438,20.45,3.87,16.25
Manhattan,Upper East Side South,5,1436,22.71,4.95,13.59
Manhattan,Seaport,14,1435,24.42,4.65,25.64
Manhattan,Lincoln Square East,5,1425,24.26,5.38,14.97
Brooklyn,East New York,7,1425,38.3,9.82,64.27
Manhattan,SoHo,3,1420,14.48,2.54,11.23
Brooklyn,Crown Heights North,8,1418,29.34,6.66,47.73
Manhattan,Kips Bay,4,1409,14.93,2.87,9.71
Manhattan,Little Italy/NoLiTa,8,1397,16.08,2.53,14.11
Manhattan,Morningside Heights,23,1390,16.06,2.85,12.91
Manhattan,Hudson Sq,2,1380,14.68,2.45,11.36
Manhattan,Alphabet City,22,1377,16.73,2.68,15.23
Manhattan,Bloomingdale,21,1374,14.05,2.32,11.65
Manhattan,Murray Hill,3,1372,17.85,3.43,10.81
Manhattan,Financial District South,9,1371,22.55,3.85,19.52
Manhattan,SoHo,8,1366,16.74,2.69,14.73
Manhattan,Chinatown,22,1361,18.44,3.19,16.3
Manhattan,Midtown South,5,1359,26.83,5.56,14.89
Manhattan,Midtown North,4,1358,34.95,7.41,17.5
Manhattan,Central Park,6,1355,18.33,3.62,11.87
Manhattan,Upper East Side North,1,1349,12.83,2.21,9.22
Manhattan,Central Harlem,21,1339,16.96,3.31,16.18
Manhattan,Lenox Hill East,5,1309,20.3,4.41,12.5
Brooklyn,East New York,12,1295,33.12,7.7,44.91
Manhattan,Lenox Hill East,1,1293,13.83,2.44,9.81
Manhattan,Chinatown,11,1289,23.15,3.99,24.27
Manhattan,Midtown Center,4,1282,40.54,8.6,19.0
Queens,East Elmhurst,8,1275,47.46,10.17,41.94
Queens,Sunnyside,16,1274,46.37,6.52,36.0
Manhattan,Central Harlem,6,1274,22.68,4.89,22.78
Manhattan,Murray Hill,4,1263,24.05,4.89,12.29
Manhattan,Greenwich Village North,4,1253,17.37,3.24,12.15
Manhattan,Financial District North,2,1252,19.9,3.84,14.28
Manhattan,Hudson Sq,3,1240,15.26,2.68,11.51
Manhattan,Greenwich Village South,7,1236,15.19,2.64,12.85
Manhattan,East Harlem South,23,1236,14.67,2.68,11.5
Manhattan,East Harlem North,20,1235,18.43,3.57,16.22
Manhattan,Flatiron,5,1211,20.75,4.5,14.17
Manhattan,Lincoln Square West,0,1211,14.76,2.59,11.85
Manhattan,Sutton Place/Turtle Bay North,5,1207,22.18,4.66,13.08
Brooklyn,Canarsie,9,1207,33.36,7.64,46.77
Manhattan,Washington Heights South,12,1204,30.05,6.97,33.3
Manhattan,Financial District South,1,1202,21.5,4.3,15.53
Manhattan,Seaport,0,1201,19.26,3.63,14.96
Manhattan,Washington Heights South,14,1189,28.73,6.32,34.0
Manhattan,UN/Turtle Bay South,1,1188,13.75,2.48,10.02
Manhattan,Clinton West,1,1187,15.11,2.71,11.44
Manhattan,Hamilton Heights,8,1179,22.35,4.59,25.26
Brooklyn,East New York,13,1175,31.56,7.31,45.47
Manhattan,Kips Bay,5,1173,16.14,3.25,10.55
Manhattan,Sutton Place/Turtle Bay North,3,1171,15.39,3.01,10.05
Manhattan,Hamilton Heights,7,1169,24.18,5.38,26.88
Manhattan,Washington Heights South,11,1165,28.86,6.62,33.21
Brooklyn,East New York,14,1165,29.92,6.39,43.77
Brooklyn,Crown Heights North,13,1158,29.15,6.35,45.37
Manhattan,Central Harlem,22,1158,15.98,2.88,14.06
Manhattan,Washington Heights South,13,1154,28.66,6.39,30.87
Brooklyn,Crown Heights North,11,1147,29.71,6.58,45.06
Manhattan,Washington Heights South,15,1147,28.27,6.11,34.25
Manhattan,Washington Heights South,9,1126,27.72,6.12,31.3
Manhattan,Seaport,13,1123,24.83,4.75,24.52
Brooklyn,Crown Heights North,12,1116,30.27,6.82,45.4
Manhattan,Midtown East,4,1116,31.84,6.95,15.75
Manhattan,Financial District South,8,1110,22.3,4.07,18.05
Manhattan,Chinatown,23,1106,17.67,3.07,14.95
Manhattan,Stuy Town/Peter Cooper Village,10,1104,14.97,2.19,14.75
Manhattan,East Harlem North,21,1103,17.45,3.35,14.51
Queens,Sunnyside,14,1101,50.61,7.28,33.09
Brooklyn,Brownsville,9,1100,32.16,7.45,46.78
Manhattan,Two Bridges/Seward Park,22,1098,19.5,3.34,17.08
Manhattan,Seaport,12,1097,24.85,4.72,23.55
Brooklyn,Crown Heights North,7,1096,31.05,7.24,50.43
Manhattan,Financial District North,7,1094,26.98,5.95,21.35
Manhattan,West Village,5,1094,19.42,3.93,12.54
Manhattan,World Trade Center,0,1093,23.66,5.04,19.19
Manhattan,Midtown North,3,1087,22.83,4.55,13.69
Manhattan,Washington Heights South,10,1077,27.64,6.08,30.31
Manhattan,Upper West Side North,1,1077,13.57,2.33,10.16
Brooklyn,East New York,6,1073,42.51,11.04,65.07
Manhattan,Central Harlem North,6,1068,29.48,7.16,35.17
Manhattan,Lincoln Square East,2,1068,15.54,2.86,11.41
Manhattan,Sutton Place/Turtle Bay North,4,1065,21.17,4.41,12.03
Manhattan,Greenwich Village North,6,1065,15.65,2.97,11.14
Manhattan,Upper East Side South,3,1063,14.27,2.65,9.63
Manhattan,Central Harlem North,18,1062,22.79,4.9,26.38
Brooklyn,East New York,15,1061,32.23,7.55,49.01
Manhattan,Lower East Side,7,1057,22.88,4.52,18.65
Brooklyn,Flatbush/Ditmas Park,9,1055,29.97,6.63,46.27
Manhattan,Stuy Town/Peter Cooper Village,18,1052,15.22,2.23,14.69
Brooklyn,Prospect-Lefferts Gardens,9,1051,27.86,5.94,41.97
Brooklyn,Brownsville,8,1047,32.58,8.05,51.25
Brooklyn,Canarsie,10,1045,32.8,7.48,45.21
Manhattan,Midtown Center,3,1043,26.95,5.57,14.57
Queens,Sunnyside,15,1042,51.11,7.02,33.95
Manhattan,TriBeCa/Civic Center,6,1039,21.24,4.38,14.81
Manhattan,Hamilton Heights,9,1030,23.23,4.59,26.2
Manhattan,Two Bridges/Seward Park,23,1023,19.27,3.38,16.13
Manhattan,UN/Turtle Bay South,5,1022,26.19,5.56,13.44
Manhattan,Alphabet City,21,1012,16.5,2.65,14.87
Manhattan,Two Bridges/Seward Park,21,1001,19.4,3.15,16.46
Manhattan,Chinatown,10,997,23.09,3.95,23.81
Manhattan,Stuy Town/Peter Cooper Village,11,995,15.81,2.31,15.61
Brooklyn,Canarsie,8,995,34.35,8.05,52.88
Manhattan,Washington Heights South,16,988,27.52,5.89,33.25
Manhattan,Two Bridges/Seward Park,0,974,19.21,3.35,15.77
Brooklyn,Flatbush/Ditmas Park,8,967,30.76,6.91,50.28
Manhattan,Two Bridges/Seward Park,18,963,21.52,3.86,21.56
Manhattan,Midtown East,3,961,21.4,4.29,12.1
Manhattan,Bloomingdale,22,959,15.31,2.67,13.23
Brooklyn,Brownsville,10,956,31.63,7.32,45.52
Manhattan,Upper West Side South,2,950,14.34,2.69,10.3
Manhattan,Stuy Town/Peter Cooper Village,12,949,15.93,2.23,15.78
Manhattan,Stuy Town/Peter Cooper Village,9,946,15.85,2.48,14.85
Manhattan,Yorkville East,0,946,13.99,2.48,10.29
Brooklyn,Prospect-Lefferts Gardens,8,943,27.55,5.63,45.55
Manhattan,Stuy Town/Peter Cooper Village,17,943,16.48,2.34,15.91
Brooklyn,Flatbush/Ditmas Park,10,943,30.7,6.94,47.59
Manhattan,Battery Park City,6,941,28.79,6.41,17.82
Manhattan,Two Bridges/Seward Park,13,940,24.79,4.81,28.11
Brooklyn,Crown Heights North,14,938,29.15,6.49,47.49
Manhattan,Two Bridges/Seward Park,20,934,19.7,3.42,17.92
Manhattan,Two Bridges/Seward Park,12,927,23.91,4.63,27.87
Queens,Sunnyside,13,925,48.19,6.81,28.1
Brooklyn,Downtown Brooklyn/MetroTech,16,916,32.25,6.86,44.41
Manhattan,Seaport,11,914,24.87,4.74,24.22
Queens,LaGuardia Airport,3,914,39.98,9.49,19.01
Brooklyn,Downtown Brooklyn/MetroTech,17,913,29.32,5.87,35.44
Manhattan,Two Bridges/Seward Park,17,912,23.57,4.44,26.33
Manhattan,Morningside Heights,0,910,14.76,2.65,11.54
Manhattan,Two Bridges/Seward Park,19,908,20.25,3.58,19.77
Queens,Sunnyside,17,906,45.18,6.87,35.78
Brooklyn,Prospect-Lefferts Gardens,10,906,28.57,6.08,41.97
Brooklyn,Prospect-Lefferts Gardens,13,904,28.68,6.02,43.29
Manhattan,Lower East Side,5,901,20.46,4.08,13.03
Manhattan,Washington Heights South,8,899,25.51,5.46,27.53
Queens,Long Island City/Hunters Point,16,898,54.31,6.74,36.13
Queens,Richmond Hill,15,888,46.34,11.4,69.64
Manhattan,Central Harlem North,19,888,22.87,4.9,25.3
Brooklyn,Canarsie,6,888,47.68,12.32,69.64
Brooklyn,Canarsie,7,887,39.43,9.89,64.53
Manhattan,Washington Heights South,17,885,27.06,5.85,31.39
Manhattan,Washington Heights South,7,884,24.71,5.26,24.96
Manhattan,Two Bridges/Seward Park,11,883,25.82,5.22,30.62
Manhattan,Two Bridges/Seward Park,15,882,23.35,4.08,26.1
Manhattan,Two Bridges/Seward Park,9,881,24.91,4.88,29.96
Manhattan,Two Bridges/Seward Park,10,873,25.4,5.03,29.42
Manhattan,Seaport,1,871,18.57,3.49,14.18
Manhattan,East Harlem North,6,869,24.02,5.63,24.96
Manhattan,Two Bridges/Seward Park,16,862,26.46,5.05,31.87
Manhattan,Upper East Side South,4,862,20.29,4.24,12.11
Brooklyn,Flatlands,9,860,30.54,6.86,46.16
Brooklyn,East Flatbush/Remsen Village,9,855,28.86,5.93,42.37
Manhattan,Manhattan Valley,0,855,15.08,2.63,11.42
Manhattan,Stuy Town/Peter Cooper Village,13,850,16.2,2.28,16.16
Manhattan,Hamilton Heights,10,849,22.54,4.56,26.03
Manhattan,Two Bridges/Seward Park,14,848,23.77,4.59,28.26
Brooklyn,Canarsie,11,847,33.28,7.29,45.5
Manhattan,Two Bridges/Seward Park,8,845,24.96,4.75,29.64
Brooklyn,Stuyvesant Heights,9,838,28.08,6.11,43.46
Brooklyn,Canarsie,12,837,34.93,8.22,47.14
Manhattan,Hamilton Heights,12,833,24.94,5.11,28.58
Manhattan,Lenox Hill East,2,833,13.79,2.41,9.42
Brooklyn,Stuyvesant Heights,8,831,28.32,6.27,46.55
Brooklyn,Prospect-Lefferts Gardens,12,829,29.34,6.18,44.54
Manhattan,Stuy Town/Peter Cooper Village,16,826,15.95,2.37,16.06
Manhattan,Hamilton Heights,13,824,25.57,5.42,29.4
Manhattan,Stuy Town/Peter Cooper Village,19,823,15.41,2.47,14.09
Manhattan,Union Sq,5,823,20.95,4.34,12.52
Queens,Sunnyside,12,823,48.45,6.92,26.5
Manhattan,East Harlem South,5,814,24.06,5.44,18.8
Manhattan,Chinatown,0,812,18.09,3.16,14.7
Brooklyn,Red Hook,9,809,52.61,10.44,34.66
Brooklyn,Flatbush/Ditmas Park,7,808,34.11,8.26,57.06
Manhattan,Alphabet City,20,808,17.14,2.87,16.04
Brooklyn,Crown Heights North,15,807,29.43,6.63,47.75
Manhattan,Stuy Town/Peter Cooper Village,15,799,16.18,2.26,16.09
Brooklyn,Brooklyn Heights,16,797,30.71,6.96,46.17
Brooklyn,Brownsville,11,796,32.61,7.52,47.02
Brooklyn,Flatbush/Ditmas Park,13,789,29.12,6.17,44.22
Manhattan,Hamilton Heights,11,789,24.82,5.09,28.06
Brooklyn,Prospect-Lefferts Gardens,11,788,29.59,6.31,44.16
Manhattan,Battery Park City,23,788,21.63,4.17,16.59
Brooklyn,Flatbush/Ditmas Park,12,788,30.52,6.81,44.88
Manhattan,Clinton West,2,787,15.76,2.88,11.12
Manhattan,Central Harlem,23,785,14.48,2.61,11.84
Brooklyn,Flatlands,10,782,31.48,7.28,47.87
Manhattan,Chinatown,9,781,19.86,3.3,20.06
Brooklyn,Flatlands,8,779,33.21,7.68,55.84
Manhattan,Lincoln Square West,5,778,21.25,4.73,15.58
Brooklyn,Flatbush/Ditmas Park,11,776,31.84,7.38,48.2
Brooklyn,Red Hook,8,775,48.59,9.85,30.88
Manhattan,Hamilton Heights,14,775,24.55,5.13,29.58
Manhattan,Seaport,10,775,22.82,4.2,22.01
Manhattan,Two Bridges/Seward Park,1,774,17.61,3.03,14.41
Manhattan,East Harlem North,22,774,16.65,3.19,13.09
Manhattan,Morningside Heights,6,770,19.68,4.06,16.22
Manhattan,Stuy Town/Peter Cooper Village,14,767,17.3,2.59,17.34
Manhattan,Manhattanville,17,764,21.02,4.19,24.5
Queens,Sunnyside,8,764,37.81,5.63,23.78
Manhattan,Lenox Hill East,4,760,20.88,4.51,12.17
Manhattan,East Harlem South,0,756,14.82,2.79,10.97
Brooklyn,Ocean Hill,9,753,31.62,7.64,43.66
Brooklyn,Stuyvesant Heights,10,752,29.1,6.29,46.37
Manhattan,World Trade Center,7,744,28.51,6.14,21.26
Manhattan,Bloomingdale,23,741,15.58,2.71,12.7
Brooklyn,Brownsville,7,735,33.61,8.36,58.19
Queens,Sunnyside,11,735,41.56,5.94,24.48
Brooklyn,East Flatbush/Remsen Village,8,734,30.72,6.97,49.81
Manhattan,Stuy Town/Peter Cooper Village,8,731,15.81,2.52,14.42
Brooklyn,Brownsville,12,731,31.54,7.14,44.73
Brooklyn,Prospect-Lefferts Gardens,14,729,27.43,5.53,42.55
Brooklyn,Flatlands,7,729,33.9,8.28,59.82
Bronx,Co-Op City,6,727,45.51,13.43,62.59
Manhattan,Central Harlem North,20,726,23.43,5.14,24.92
Brooklyn,East Flatbush/Remsen Village,10,725,28.44,6.26,41.37
Brooklyn,Canarsie,13,724,33.43,7.4,46.89
Brooklyn,Brownsville,13,724,30.79,7.06,44.94
Manhattan,Yorkville East,4,721,24.1,5.53,12.23
Brooklyn,Prospect-Lefferts Gardens,6,716,36.38,9.78,56.45
Brooklyn,Fort Greene,22,716,22.92,4.31,19.12
Queens,Sunnyside,10,716,40.78,5.8,23.82
Brooklyn,Crown Heights North,6,716,34.3,8.86,51.5
Manhattan,SoHo,7,715,17.87,3.25,13.76
Brooklyn,East Flatbush/Farragut,8,709,28.99,6.14,45.84
Queens,Long Island City/Hunters Point,15,708,53.62,7.37,37.57
Queens,Sunnyside,9,707,36.91,5.53,25.77
Queens,Jamaica,16,707,45.46,11.4,62.78
Brooklyn,Downtown Brooklyn/MetroTech,15,707,30.97,6.52,40.7
Brooklyn,East Flatbush/Farragut,9,706,28.54,6.16,43.38
Manhattan,Stuy Town/Peter Cooper Village,22,703,15.82,2.62,13.76
Manhattan,Upper West Side South,4,703,25.9,5.84,14.84
Manhattan,Clinton West,6,702,19.08,3.89,15.49
Manhattan,Lincoln Square East,4,700,26.35,5.7,14.72
Brooklyn,Fort Greene,12,698,27.18,5.8,37.65
Bronx,East Concourse/Concourse Village,9,697,31.1,7.09,46.01
Queens,Long Island City/Hunters Point,14,696,55.19,7.8,36.08
Brooklyn,Brooklyn Heights,12,694,28.61,6.02,37.62
Brooklyn,East New York,16,694,33.15,7.5,50.59
Manhattan,Financial District South,2,692,21.67,4.43,14.9
Brooklyn,Flatbush/Ditmas Park,14,691,29.89,6.51,46.93
Queens,Sunnyside,7,691,38.86,5.73,21.57
Brooklyn,Downtown Brooklyn/MetroTech,18,689,25.34,5.09,26.31
Brooklyn,Downtown Brooklyn/MetroTech,14,689,30.9,6.49,38.03
Manhattan,Manhattanville,16,687,20.92,4.19,25.34
Brooklyn,Coney Island,8,686,42.53,11.32,63.09
Manhattan,Stuy Town/Peter Cooper Village,21,685,14.85,2.37,12.78
Manhattan,UN/Turtle Bay South,2,683,17.18,3.14,10.12
Brooklyn,Fort Greene,13,682,27.29,5.66,38.35
Manhattan,Stuy Town/Peter Cooper Village,20,682,14.5,2.2,12.89
Brooklyn,Ocean Hill,10,680,31.66,7.2,43.58
Brooklyn,Red Hook,7,676,49.04,10.14,28.75
Brooklyn,East Flatbush/Farragut,10,672,29.03,6.38,42.26
Queens,Richmond Hill,16,671,46.08,10.69,51.37
Manhattan,Alphabet City,18,670,18.66,3.26,18.95
Brooklyn,Downtown Brooklyn/MetroTech,12,668,29.74,6.07,31.22
Manhattan,Hudson Sq,4,665,19.3,3.79,13.28
Brooklyn,Stuyvesant Heights,12,665,29.99,6.79,47.22
Manhattan,Washington Heights South,18,664,24.87,5.21,24.96
Manhattan,Upper West Side North,4,664,25.45,5.7,14.91
Manhattan,Alphabet City,4,664,17.0,3.27,13.78
Queens,Sunnyside,18,663,45.4,6.7,29.9
Brooklyn,Ocean Hill,8,662,31.76,7.63,47.7
Manhattan,Alphabet City,19,662,17.52,2.9,16.84
Bronx,East Concourse/Concourse Village,8,661,32.99,7.29,47.35
Manhattan,Meatpacking/West Village West,4,660,21.02,4.46,15.53
Brooklyn,Williamsburg (North Side),0,659,20.17,3.34,15.59
Manhattan,Hamilton Heights,15,657,24.57,5.12,30.19
Brooklyn,Crown Heights North,17,656,31.23,7.23,51.05
Brooklyn,Brooklyn Heights,15,653,29.94,6.14,41.91
Manhattan,Two Bridges/Seward Park,7,653,27.35,5.36,32.54
Brooklyn,Coney Island,10,653,39.54,10.42,53.44
Manhattan,Seaport,9,652,23.64,4.48,21.83
Brooklyn,Fort Greene,15,650,27.5,5.71,43.33
Manhattan,Lower East Side,6,649,24.4,5.16,15.83
Brooklyn,Fort Greene,16,648,26.91,5.7,41.89
Brooklyn,Crown Heights North,16,648,31.37,7.52,52.52
Queens,Baisley Park,16,647,69.95,14.06,53.7
Brooklyn,Canarsie,5,644,51.67,13.66,65.38
Brooklyn,Downtown Brooklyn/MetroTech,13,643,29.93,6.22,32.94
Brooklyn,Coney Island,9,641,41.96,11.39,58.18
Brooklyn,Fort Greene,17,641,25.89,5.48,37.6
Manhattan,Little Italy/NoLiTa,7,641,17.56,3.21,14.24
Brooklyn,Fort Greene,23,639,22.89,4.36,17.84
Manhattan,UN/Turtle Bay South,4,639,33.27,7.34,15.08
Brooklyn,Prospect-Lefferts Gardens,16,638,30.36,7.04,52.32
Manhattan,West Chelsea/Hudson Yards,6,637,20.31,3.88,15.9
Manhattan,Lenox Hill East,3,635,14.65,2.8,9.73
Brooklyn,Flatbush/Ditmas Park,6,634,38.75,10.41,62.34
Brooklyn,East New York,5,633,44.42,11.76,56.42
Manhattan,Alphabet City,14,632,23.55,4.89,30.44
Manhattan,East Harlem North,23,632,15.76,2.89,11.09
Bronx,East Concourse/Concourse Village,7,631,31.61,7.23,48.07
Brooklyn,Williamsburg (North Side),1,631,21.27,3.77,16.26
Brooklyn,Boerum Hill,12,629,29.03,6.25,40.47
Brooklyn,Brooklyn Heights,14,625,30.39,6.24,39.98
Brooklyn,Stuyvesant Heights,7,624,31.41,7.48,50.69
Queens,East Elmhurst,1,623,39.71,9.38,18.99
Brooklyn,Fort Greene,14,622,26.03,5.12,37.24
Brooklyn,Crown Heights South,9,621,27.28,5.79,42.98
Brooklyn,Stuyvesant Heights,11,619,29.31,6.77,47.46
Bronx,Soundview/Castle Hill,6,618,40.05,11.54,51.78
Bronx,Co-Op City,8,618,44.0,12.71,63.93
Manhattan,Lincoln Square East,3,617,19.65,4.03,12.29
Brooklyn,Brooklyn Heights,17,615,28.46,5.97,37.72
Manhattan,Manhattanville,14,612,20.69,3.94,22.01
Bronx,Soundview/Castle Hill,8,612,36.14,9.63,54.05
Bronx,Soundview/Castle Hill,9,610,34.87,9.02,48.05
Brooklyn,Bedford,8,610,27.06,5.76,41.47
Brooklyn,East New York,17,608,32.73,7.18,45.56
Brooklyn,Fort Greene,11,606,26.89,5.84,37.57
Brooklyn,Starrett City,10,606,37.1,8.86,49.45
Brooklyn,Brooklyn Heights,13,606,27.46,5.65,35.08
Manhattan,Alphabet City,15,604,22.87,4.58,31.36
Manhattan,Central Harlem,0,604,14.66,2.54,11.34
